,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,profit,return_on_investment_perc
2209,Jon Amiel,57.0,123.0,36.0,631.0,Holly Hunter,10000.0,32051917.0,William McNamara,Copycat ,42315.0,12338.0,Harry Connick Jr.,0.0,agoraphobia|copycat murder|detective|psychologist|serial killer,140.0,USA,R,20000000.0,1995.0,1000.0,6.6,0.0,12051917.0,60.259585
2210,Malcolm D. Lee,153.0,88.0,92.0,636.0,Snoop Dogg,31000.0,32014289.0,Marisa Saks,Scary Movie 5 ,50337.0,34319.0,Molly Shannon,8.0,2010s|ape|ballet|psychic|supernatural,177.0,USA,PG-13,20000000.0,2013.0,881.0,3.5,13000.0,12014289.0,60.071445000000004
2211,Joshua Logan,20.0,158.0,32.0,417.0,Lee Marvin,16000.0,0.0,Clint Eastwood,Paint Your Wagon ,9352.0,17775.0,Ray Walston,3.0,california|farmer|gold|mining|prospector,106.0,USA,PG-13,20000000.0,1969.0,756.0,6.7,0.0,-20000000.0,-100.0
2212,Gus Van Sant,324.0,128.0,835.0,755.0,Denis O'Hare,11000.0,31838002.0,James Franco,Milk ,136673.0,13189.0,Lucas Grabeel,1.0,california|gay|gay activist|gay pickup|gay rights,281.0,USA,R,20000000.0,2008.0,896.0,7.6,10000.0,11838002.0,59.19001
2213,Kevin Reynolds,122.0,107.0,58.0,47.0,Jan Cornet,141.0,36874745.0,Peter Firth,Risen ,12276.0,389.0,María Botto,2.0,biblical|crucifixion|judea|resurrection|roman soldier,117.0,USA,PG-13,20000000.0,2016.0,76.0,6.3,21000.0,16874745.0,84.373725
2214,Steve Beck,156.0,91.0,17.0,78.0,Ron Eldard,534.0,30079316.0,Isaiah Washington,Ghost Ship ,75920.0,1083.0,Francesca Rettondini,0.0,decapitation|ghost ship|passenger|severed head|torso cut in half,474.0,USA,R,35000000.0,2002.0,385.0,5.5,0.0,-4920684.0,-14.059097142857144
2215,Todd Strauss-Schulson,161.0,90.0,12.0,587.0,Thomas Lennon,786.0,35033759.0,Patton Oswalt,A Very Harold & Kumar 3D Christmas ,55008.0,2462.0,Paula Garcés,4.0,christmas|christmas tree|fire|new york city|stoner,93.0,USA,R,19000000.0,2011.0,651.0,6.3,21000.0,16033759.0,84.38820526315789
2216,John McNaughton,69.0,115.0,39.0,254.0,Robert Wagner,13000.0,29753944.0,Bill Murray,Wild Things ,90677.0,14275.0,Jeff Perry,3.0,erotic thriller|forbidden sex|lesbian sex|sex with a student|taboo sex,389.0,USA,R,20000000.0,1998.0,481.0,6.5,0.0,9753944.0,48.76972
2217,Nelson McCormick,121.0,101.0,29.0,429.0,Paige Turco,812.0,29062561.0,Sela Ward,The Stepfather ,23424.0,3292.0,Skyler Samuels,0.0,head dunked in water|military school|plastic bag|playing a video game|suffocating,119.0,USA,PG-13,0.0,2009.0,533.0,5.6,0.0,29062561.0,inf
2218,John Madden,258.0,113.0,108.0,22.0,Jesper Christensen,1000.0,31146570.0,Tom Wilkinson,The Debt ,55441.0,1136.0,Romi Aboulafia,3.0,east berlin|kiev ukraine|mossad|nazi|nazi war criminal,165.0,USA,R,20000000.0,2010.0,100.0,6.9,0.0,11146570.0,55.73285
2219,Stephen Frears,174.0,113.0,350.0,619.0,Lili Taylor,1000.0,27277055.0,Drake Bell,High Fidelity ,143137.0,3141.0,Lisa Bonet,0.0,employer employee relationship|record store|store|thirty something|vinyl,602.0,UK,R,20000000.0,2000.0,960.0,7.6,10000.0,7277055.0,36.385275
2220,Eric Valette,141.0,87.0,2.0,270.0,Jason Beghe,741.0,26876529.0,Johnny Lewis,One Missed Call ,26624.0,1834.0,Margaret Cho,1.0,death|lifting someone into the air|telephone|telephone call|voice mail,189.0,Others,PG-13,27000000.0,2008.0,297.0,3.9,0.0,-123471.0,-0.4573
2221,John Schlesinger,31.0,101.0,154.0,497.0,Beverly D'Angelo,1000.0,53146000.0,Joe Mantegna,Eye for an Eye ,9845.0,3174.0,Philip Baker Hall,1.0,justice|rape|self defense|support group|vigilante,77.0,USA,R,20000000.0,1996.0,816.0,6.1,613.0,33146000.0,165.73
2222,Roger Donaldson,222.0,111.0,79.0,287.0,Saffron Burrows,26000.0,30028592.0,Jason Statham,The Bank Job ,152247.0,27755.0,Daniel Mays,0.0,chase|heist|london england|mobster|safe deposit,189.0,UK,R,20000000.0,2008.0,811.0,7.3,0.0,10028592.0,50.14296
2223,Michel Gondry,273.0,108.0,1000.0,1000.0,Kirsten Dunst,14000.0,34126138.0,Kate Winslet,Eternal Sunshine of the Spotless Mind ,666937.0,19364.0,Tom Wilkinson,1.0,borderline personality disorder|loneliness|memory|playing against type|retrograde narrative,1514.0,USA,R,20000000.0,2004.0,4000.0,8.3,52000.0,14126138.0,70.63069
2224,Andy Fickman,91.0,105.0,99.0,518.0,James Wolk,2000.0,25677801.0,Jamie Lee Curtis,You Again ,41273.0,4813.0,Christine Lakin,6.0,dancing|dog|flight|hostility|travel,136.0,USA,PG,20000000.0,2010.0,938.0,5.8,0.0,5677801.0,28.389005
2225,David Ayer,190.0,109.0,453.0,2000.0,Chris Evans,18000.0,26415649.0,Keanu Reeves,Street Kings ,94892.0,33878.0,Noel Gugliemi,4.0,captain|lapd|murder|undercover cop|violence,189.0,USA,R,20000000.0,2008.0,11000.0,6.8,0.0,6415649.0,32.078245
2226,Edgar Wright,427.0,109.0,1000.0,24.0,Thomas Law,177.0,26003149.0,Michael Smiley,The World's End ,185587.0,278.0,Jasper Levine,6.0,alcoholic|doppelganger|group therapy|self mutilation|twin actresses for twin sisters,401.0,UK,R,20000000.0,2013.0,55.0,7.0,49000.0,6003149.0,30.015745
2227,Andrew Fleming,93.0,99.0,26.0,650.0,Laura Harring,720.0,25584685.0,Kay Panabaker,Nancy Drew ,15877.0,3327.0,Tate Donovan,5.0,chase|clue|detective|movie star|murder,102.0,USA,PG,20000000.0,2007.0,669.0,5.9,590.0,5584685.0,27.923425
2228,Michael Spierig,292.0,98.0,35.0,16.0,Damien Garvey,125.0,29975979.0,Jay Laga'aia,Daybreakers ,105797.0,189.0,Tiffany Lamb,0.0,blood|rationing|vampire|vampire society|year 2019,281.0,Others,R,20000000.0,2009.0,37.0,6.5,0.0,9975979.0,49.879895000000005
2229,Jim Field Smith,180.0,104.0,14.0,756.0,Kim Shaw,2000.0,31584722.0,Mike Vogel,She's Out of My League ,101730.0,5707.0,Geoff Stults,1.0,airport|airport security|confidence|iphone|love,131.0,USA,R,20000000.0,2010.0,934.0,6.4,0.0,11584722.0,57.923610000000004
2230,Thomas Bezucha,94.0,109.0,15.0,350.0,Luke Bracey,3000.0,23179303.0,Leighton Meester,Monte Carlo ,32951.0,4257.0,Brett Cullen,3.0,cell phone|hotel|misunderstanding|monte carlo|young woman,44.0,Others,PG,20000000.0,2011.0,775.0,5.8,6000.0,3179303.0,15.896515
2231,William Brent Bell,112.0,75.0,19.0,806.0,Frankie Muniz,1000.0,23078294.0,Adam Goldberg,Stay Alive ,25870.0,3590.0,Samaire Armstrong,0.0,countess|game reality crossover|ghost|group of friends|tower,281.0,USA,PG-13,9000000.0,2006.0,934.0,5.1,0.0,14078294.0,156.4254888888889
2232,Simon Wincer,20.0,119.0,23.0,748.0,Tom Selleck,25000.0,21413105.0,Alan Rickman,Quigley Down Under ,15230.0,45841.0,Ben Mendelsohn,1.0,aborigine|australian|australian aborigine|australian outback|rancher,97.0,Others,PG-13,20000000.0,1990.0,19000.0,6.8,0.0,1413105.0,7.065525
2233,Anthony Bell,84.0,90.0,0.0,518.0,Larry Miller,681.0,25077977.0,Kevin Sussman,Alpha and Omega ,10986.0,2486.0,Christine Lakin,0.0,arranged marriage|geese|idaho|national park|park,84.0,USA,PG,20000000.0,2010.0,611.0,5.3,0.0,5077977.0,25.389885
2234,Renny Harlin,120.0,97.0,212.0,637.0,Kyle Schmid,960.0,23292105.0,Laura Ramsey,The Covenant ,39541.0,3261.0,Toby Hemingway,0.0,family secret|friendship between men|magic|supernatural power|teenager,334.0,USA,PG-13,20000000.0,2006.0,917.0,5.3,3000.0,3292105.0,16.460525
2235,Jessica Bendinger,90.0,103.0,31.0,733.0,Vanessa Lengies,12000.0,26870825.0,Jeff Bridges,Stick It ,22604.0,14903.0,John Patrick Amedori,3.0,coach|gymnastics|houston texas|teenager|texas,124.0,Others,PG-13,0.0,2006.0,804.0,6.4,0.0,26870825.0,inf
2236,Robert Rodriguez,103.0,89.0,0.0,470.0,Leo Howard,87000.0,20916309.0,Jimmy Bennett,Shorts ,5332.0,88422.0,Jake Short,4.0,boy|family relationships|rock|twin|two headed person,37.0,USA,PG,40000000.0,2009.0,570.0,4.9,431.0,-19083691.0,-47.709227500000004
2237,Gus Van Sant,59.0,106.0,835.0,458.0,Wayne Knight,1000.0,21200000.0,Kurtwood Smith,To Die For ,34774.0,3598.0,Holland Taylor,0.0,career|fame|murder|new hampshire|television,162.0,USA,R,20000000.0,1995.0,967.0,6.8,1000.0,1200000.0,6.0
2238,Henry Joost,86.0,96.0,24.0,374.0,Marc John Jefferies,646.0,28876924.0,Samira Wiley,Nerve ,4303.0,1780.0,Emily Meade,0.0,dare|game|knocked out|motorcycle|online game,35.0,USA,PG-13,20000000.0,2016.0,441.0,7.1,0.0,8876924.0,44.384620000000005
2239,Ed Harris,190.0,115.0,0.0,107.0,James Gammon,10000.0,20207003.0,Viggo Mortensen,Appaloosa ,50198.0,10507.0,Tom Bower,0.0,deputy|friend|hanging|rancher|widow,202.0,USA,R,0.0,2008.0,311.0,6.8,0.0,20207003.0,inf
2240,John Carpenter,114.0,104.0,0.0,877.0,Cary-Hiroyuki Tagawa,2000.0,20241395.0,Sheryl Lee,Vampires ,42664.0,5123.0,Maximilian Schell,0.0,cross|relic|team|vampire|vampire hunter,403.0,USA,R,20000000.0,1998.0,1000.0,6.1,0.0,241395.0,1.2069750000000001
2242,Alfred Hitchcock,290.0,108.0,13000.0,285.0,Vera Miles,606.0,32000000.0,Janet Leigh,Psycho ,422432.0,1885.0,John Gavin,2.0,money|motel|rain|shower|theft,1040.0,USA,R,806947.0,1960.0,332.0,8.5,18000.0,31193053.0,3865.5640333256088
2243,Howard Deutch,80.0,112.0,41.0,490.0,Taran Killam,1000.0,19151864.0,Dane Cook,My Best Friend's Girl ,36983.0,3301.0,Riki Lindhome,3.0,breasts|female rear nudity|jesus crust pizza parlor|thong panties|wedding,100.0,USA,R,40000000.0,2008.0,500.0,5.9,0.0,-20848136.0,-52.12034
2244,Shana Feste,98.0,104.0,19.0,942.0,Bruce Greenwood,15000.0,23393765.0,Alex Pettyfer,Endless Love ,31323.0,18760.0,Rhys Wakefield,0.0,brother sister relationship|high school graduation|love|sparkler|unfaithful husband,76.0,USA,PG-13,20000000.0,2014.0,989.0,6.3,0.0,3393765.0,16.968825000000002
2245,Garry Marshall,88.0,113.0,0.0,949.0,Zachary Gordon,995.0,18882880.0,Hector Elizondo,Georgia Rule ,20539.0,4039.0,Jane Fonda,3.0,alcoholic|rules|secret|summer|teenager,125.0,USA,R,20000000.0,2007.0,975.0,5.9,681.0,-1117120.0,-5.5856
2246,Steve Rash,13.0,98.0,15.0,281.0,Adam Arkin,691.0,8500000.0,Mako,Under the Rainbow ,2061.0,1761.0,Billy Barty,0.0,assassin|hotel|japanese tourist|secret service|wizard of oz,34.0,USA,PG,20000000.0,1981.0,374.0,5.4,501.0,-11500000.0,-57.49999999999999
2247,Richard Donner,52.0,121.0,503.0,83.0,John Wood,2000.0,0.0,Matthew Broderick,Ladyhawke ,33597.0,2251.0,Leo McKern,2.0,bishop|escape|hawk|lady|thief,185.0,USA,PG-13,20000000.0,1985.0,92.0,7.0,0.0,-20000000.0,-100.0
2248,Mark Steven Johnson,60.0,114.0,160.0,271.0,Jan Hooks,1000.0,18252684.0,Oliver Platt,Simon Birch ,18366.0,1816.0,Dana Ivey,2.0,boy|christmas|christmas pageant|friendship|illegitimate son,219.0,USA,PG,30000000.0,1998.0,367.0,6.9,0.0,-11747316.0,-39.157720000000005
2249,Mike Binder,154.0,124.0,57.0,905.0,Don Cheadle,11000.0,19661987.0,Adam Sandler,Reign Over Me ,83786.0,17050.0,John de Lancie,2.0,college|depression|grief|mental breakdown|post september 11 2001,231.0,USA,R,20000000.0,2007.0,3000.0,7.5,0.0,-338013.0,-1.690065
2250,Sean Penn,274.0,148.0,0.0,826.0,William Hurt,17000.0,18352454.0,Kristen Stewart,Into the Wild ,426359.0,18752.0,Hal Holbrook,0.0,alaska|based on true story|male nudity|self discovery|wilderness,760.0,USA,R,15000000.0,2007.0,882.0,8.2,76000.0,3352454.0,22.349693333333335
2251,Todd Phillips,110.0,108.0,480.0,579.0,Sarah Silverman,970.0,17803796.0,Jon Heder,School for Scoundrels ,26100.0,4374.0,Jacinda Barrett,1.0,paintball|paintball gun|pepper spray|tennis|what happened to epilogue,97.0,USA,PG-13,20000000.0,2006.0,931.0,5.9,484.0,-2196204.0,-10.98102
2252,Michael J. Bassett,173.0,95.0,83.0,206.0,Deborah Kara Unger,991.0,17529157.0,Radha Mitchell,Silent Hill: Revelation 3D ,49888.0,2173.0,Martin Donovan,0.0,18th birthday|alternate reality|introduction|nightmare|on the run,220.0,Others,R,20000000.0,2012.0,494.0,5.0,25000.0,-2470843.0,-12.354215
2253,Robert Rodriguez,165.0,108.0,0.0,844.0,Salma Hayek,16000.0,25753840.0,Quentin Tarantino,From Dusk Till Dawn ,219091.0,23296.0,Cheech Marin,2.0,brother|human versus vampire|rapist|stripper|vampire,592.0,USA,R,19000000.0,1996.0,4000.0,7.3,12000.0,6753840.0,35.54652631578947
2254,Frank Nissen,45.0,68.0,0.0,253.0,Brenda Blethyn,304.0,18081626.0,Kath Soucie,Pooh's Heffalump Movie ,4180.0,861.0,John Fiedler,0.0,creature|forest|mother son relationship|rabbit|winnie the pooh,32.0,USA,G,20000000.0,2005.0,286.0,6.4,264.0,-1918374.0,-9.59187
2255,Jodie Foster,45.0,103.0,0.0,801.0,Holly Hunter,21000.0,17518220.0,Robert Downey Jr.,Home for the Holidays ,9105.0,25263.0,Steve Guttenberg,1.0,dinner|gay interest|gay sibling|homosexual|thanksgiving,76.0,USA,PG-13,20000000.0,1995.0,1000.0,6.6,0.0,-2481780.0,-12.408900000000001
2256,Stephen Chow,377.0,99.0,0.0,59.0,Chi Ling Chiu,264.0,17104669.0,Shengyi Huang,Kung Fu Hustle ,99353.0,537.0,Qiu Yuen,1.0,1940s|axe|china|gang|sign language,354.0,Others,R,20000000.0,2004.0,62.0,7.8,0.0,-2895331.0,-14.476655
2258,Peter Hastings,43.0,88.0,0.0,939.0,Alex Rocco,3000.0,16988996.0,Haley Joel Osment,The Country Bears ,3875.0,8189.0,Stephen Root,1.0,animal in title|bear|box office flop|disney|satire,75.0,USA,G,35000000.0,2002.0,968.0,4.0,422.0,-18011004.0,-51.46001142857143
2259,Marc Forster,201.0,128.0,395.0,161.0,Shaun Toub,283.0,15797907.0,Mustafa Haidari,The Kite Runner ,68119.0,904.0,Khalid Abdalla,0.0,afghanistan|based on novel|boy|friend|kite,230.0,USA,PG-13,20000000.0,2007.0,206.0,7.6,0.0,-4202093.0,-21.010465
2260,Alejandro G. Iñárritu,192.0,124.0,0.0,430.0,Eddie Marsan,6000.0,16248701.0,Naomi Watts,21 Grams ,189683.0,7567.0,Danny Huston,0.0,accident|faith|love|mathematician|nonlinear timeline,559.0,USA,R,20000000.0,2003.0,979.0,7.7,0.0,-3751299.0,-18.756495
2261,Paul Abascal,77.0,84.0,2.0,472.0,Tom Hollander,787.0,15712072.0,Cole Hauser,Paparazzi ,13210.0,2915.0,Kelly Carlson,0.0,actor|coma|movie star|paparazzi|revenge,138.0,USA,PG-13,20000000.0,2004.0,555.0,5.8,269.0,-4287928.0,-21.439639999999997
2262,Catherine Hardwicke,350.0,122.0,308.0,10000.0,Taylor Lautner,17000.0,191449475.0,Kristen Stewart,Twilight ,348010.0,44061.0,Anna Kendrick,1.0,blood|high school|love|school|vampire,1535.0,USA,PG-13,37000000.0,2008.0,12000.0,5.2,19000.0,154449475.0,417.4310135135135
2263,Chris Koch,81.0,101.0,13.0,499.0,Lochlyn Munro,651.0,15408822.0,Thomas Lennon,A Guy Thing ,14147.0,2698.0,James Brolin,3.0,bachelor party|climbing a tree|taxi|toilet|wedding,92.0,USA,PG-13,20000000.0,2003.0,555.0,5.6,401.0,-4591178.0,-22.95589
2264,Amy Heckerling,81.0,98.0,143.0,153.0,Robert Miano,302.0,15464026.0,Andy Dick,Loser ,23076.0,1189.0,Zak Orth,2.0,college|loser|love|new york city|overdose,158.0,USA,PG-13,20000000.0,2000.0,216.0,5.3,1000.0,-4535974.0,-22.679869999999998
2265,Michael Moore,222.0,105.0,909.0,173.0,Michael Moore,1000.0,14359793.0,Ronald Reagan,Capitalism: A Love Story ,35137.0,2327.0,Bernie Sanders,0.0,capitalism|critique of capitalism|investment bank|market economy|plutocracy,188.0,USA,R,0.0,2009.0,909.0,7.4,10000.0,14359793.0,inf
2266,George Stevens,27.0,225.0,126.0,202.0,Carroll Baker,940.0,8000000.0,Martin Landau,The Greatest Story Ever Told ,6484.0,1934.0,José Ferrer,6.0,70mm film|biblical epic|faith|jewish|king herod,100.0,USA,G,20000000.0,1965.0,208.0,6.6,1000.0,-12000000.0,-60.0
2267,Billy Ray,155.0,111.0,53.0,233.0,Michael Kelly,8000.0,0.0,Julia Roberts,Secret in Their Eyes ,20186.0,9941.0,Joe Cole,0.0,digging a grave|grave digging|investigator|police|secret,81.0,USA,PG-13,19500000.0,2015.0,963.0,6.2,0.0,-19500000.0,-100.0
2268,Jason Friedberg,111.0,88.0,82.0,329.0,Tony Cox,869.0,14174654.0,Carmen Electra,Disaster Movie ,74945.0,2857.0,Ike Barinholtz,0.0,disaster|glass|mousetrap|natural disaster|scatological humor,359.0,USA,PG-13,25000000.0,2008.0,624.0,1.9,0.0,-10825346.0,-43.301384
2269,Nimród Antal,107.0,88.0,190.0,163.0,Fred Ward,137000.0,15988876.0,Andrew Fiscella,Armored ,26236.0,137712.0,Lorna Raver,6.0,armored truck|blood splatter|die hard scenario|guard|heist,110.0,USA,PG-13,27000000.0,2009.0,459.0,5.7,0.0,-11011124.0,-40.781940740740744
2270,Jon Amiel,34.0,94.0,36.0,507.0,Peter Gallagher,13000.0,13801755.0,Bill Murray,The Man Who Knew Too Little ,23928.0,15183.0,Joanne Whalley,1.0,assassin|bomb|dominatrix|mistaken identity|spy,100.0,USA,PG,20000000.0,1997.0,828.0,6.6,0.0,-6198245.0,-30.991225
2271,Mark Mylod,151.0,117.0,20.0,783.0,Ari Graynor,11000.0,13987482.0,Chris Evans,What's Your Number? ,58957.0,15713.0,Ed Begley Jr.,1.0,ex boyfriend|morning after|prince charming|quarrel|womanizer,91.0,USA,R,20000000.0,2011.0,904.0,6.0,0.0,-6012518.0,-30.06259
2272,James Mather,289.0,95.0,4.0,80.0,Vincent Regan,788.0,14291570.0,Joseph Gilgun,Lockout ,82082.0,1414.0,Jacky Ido,2.0,bodyguard|maximum security prison|outer space|president|prison,236.0,Others,PG-13,20000000.0,2012.0,447.0,6.1,10000.0,-5708430.0,-28.54215
2273,Barry Levinson,76.0,99.0,272.0,62.0,Ariel Gade,1000.0,12181484.0,Amy Poehler,Envy ,26390.0,1189.0,Sam Lerner,1.0,best friend|dog|envy|jealousy|neighbor,176.0,USA,PG-13,40000000.0,2004.0,87.0,4.8,713.0,-27818516.0,-69.54629
2274,Mark Neveldine,150.0,96.0,83.0,926.0,Clifton Collins Jr.,26000.0,13630226.0,Jason Statham,Crank: High Voltage ,112516.0,30541.0,David Carradine,0.0,artificial heart|heart|horse penis|prostitute|stripper,223.0,USA,R,20000000.0,2009.0,968.0,6.2,0.0,-6369774.0,-31.84887
2275,Woody Allen,67.0,98.0,11000.0,967.0,Chazz Palminteri,1000.0,13383737.0,Jim Broadbent,Bullets Over Broadway ,29385.0,4302.0,Dianne Wiest,4.0,actress|bodyguard|new york city|play|playwright,86.0,USA,R,20000000.0,1994.0,979.0,7.5,979.0,-6616263.0,-33.081315000000004
2276,Michael O. Sajbel,36.0,123.0,6.0,85.0,Tiffany Dupont,541.0,13391174.0,James Callis,One Night with the King ,5796.0,908.0,Nimrat Kaur,0.0,biblical|book of esther|esther|persia|treachery,177.0,USA,PG,20000000.0,2006.0,249.0,6.3,0.0,-6608826.0,-33.04413
2277,Phillip Noyce,149.0,101.0,176.0,83.0,Tzi Ma,3000.0,12987647.0,Brendan Fraser,The Quiet American ,24019.0,3431.0,Holmes Osborne,2.0,american|french|saigon|vietnam|vietnamese,199.0,UK,R,30000000.0,2002.0,268.0,7.1,983.0,-17012353.0,-56.70784333333333
2278,Gore Verbinski,156.0,102.0,563.0,385.0,Hope Davis,12000.0,12469811.0,Nicolas Cage,The Weather Man ,69172.0,13156.0,Michael Rispoli,1.0,corndog|failure|funeral in the rain|new york city|weatherman,316.0,USA,R,22000000.0,2005.0,442.0,6.6,0.0,-9530189.0,-43.31904090909091
2279,Walter Hill,64.0,94.0,394.0,565.0,Wes Studi,922.0,12398628.0,Fisher Stevens,Undisputed ,21542.0,2880.0,Jon Seda,2.0,boxing|fight|heavyweight champion|iceman|prison,88.0,USA,R,20000000.0,2002.0,855.0,6.1,977.0,-7601372.0,-38.006859999999996
2280,David Koepp,210.0,102.0,192.0,31.0,Dequina Moore,346.0,13214030.0,Aasif Mandvi,Ghost Town ,60516.0,500.0,Jordan Carlos,3.0,bouquet of roses|bright light|cardiopulmonary resuscitation|ghost|white rose,147.0,USA,PG-13,20000000.0,2008.0,41.0,6.7,0.0,-6785970.0,-33.92985
2281,Renny Harlin,113.0,108.0,212.0,347.0,Ashley Scott,969.0,12232937.0,Taylor Cole,12 Rounds ,22823.0,2799.0,Nick Gomez,1.0,2000s|detective|sadist|terrorism|terrorist,113.0,USA,PG-13,22000000.0,2009.0,794.0,5.6,0.0,-9767063.0,-44.39574090909091
2282,Matt Reeves,390.0,116.0,198.0,884.0,Dylan Minnette,17000.0,12134420.0,Chloë Grace Moretz,Let Me In ,92237.0,20258.0,Kodi Smit-McPhee,0.0,blood|boy|night|school|vampire,366.0,UK,R,20000000.0,2010.0,1000.0,7.2,25000.0,-7865580.0,-39.3279
2283,Charles T. Kanganis,5.0,93.0,18.0,181.0,Dustin Nguyen,400.0,11784000.0,Victor Wong,3 Ninjas Kick Back ,6701.0,1151.0,Don Stark,0.0,1990s|dagger|japan|mousetrap|stick fight,26.0,USA,PG,20000000.0,1994.0,220.0,4.3,444.0,-8216000.0,-41.08
2284,Michel Gondry,248.0,102.0,1000.0,270.0,Mia Farrow,734.0,11169531.0,Quinton Aaron,Be Kind Rewind ,79855.0,1778.0,Melonie Diaz,2.0,friend|power plant|sabotage|store clerk|video store,235.0,UK,PG-13,20000000.0,2008.0,563.0,6.4,0.0,-8830469.0,-44.152345
2285,Stephen Frears,137.0,103.0,350.0,99.0,Christopher Guest,5000.0,11034436.0,Bob Hoskins,Mrs Henderson Presents ,13505.0,5637.0,Sarah Solemani,1.0,anti semitism|breasts|chamberlain|friend|theatre,180.0,UK,R,20000000.0,2005.0,378.0,7.1,0.0,-8965564.0,-44.82782
2286,John Hillcoat,214.0,115.0,214.0,968.0,Norman Reedus,14000.0,12626905.0,Kate Winslet,Triple 9 ,32567.0,27214.0,Clifton Collins Jr.,3.0,betrayal|corrupt cop|heist|murder of a police officer|police detective,106.0,USA,R,20000000.0,2016.0,12000.0,6.3,0.0,-7373095.0,-36.865474999999996
2287,Woody Allen,104.0,96.0,11000.0,223.0,Lynn Cohen,11000.0,10569071.0,Woody Allen,Deconstructing Harry ,35586.0,11867.0,Judy Davis,2.0,marriage|novelist|panties pulled down|writer's block|writing,131.0,USA,R,20000000.0,1997.0,474.0,7.4,0.0,-9430929.0,-47.154645
2288,Damon Santostefano,81.0,98.0,4.0,677.0,Oliver Platt,2000.0,10544143.0,Matthew Perry,Three to Tango ,16372.0,4843.0,David Ramsey,2.0,architect|award|farce|love|misunderstanding,121.0,Others,PG-13,20000000.0,1999.0,1000.0,6.1,311.0,-9455857.0,-47.279285
2289,John Wells,175.0,101.0,53.0,580.0,Omar Sy,14000.0,13650738.0,Bradley Cooper,Burnt ,61360.0,16926.0,Riccardo Scamarcio,1.0,chef|gay kiss|michelin star|restaurant|violent behavior,129.0,USA,R,20000000.0,2015.0,1000.0,6.6,25000.0,-6349262.0,-31.74631
2290,Neil Jordan,20.0,106.0,277.0,383.0,Demi Moore,22000.0,10555348.0,Robert De Niro,We're No Angels ,17349.0,24887.0,James Russo,0.0,con|convict|escape|police|priest,42.0,USA,PG-13,20000000.0,1989.0,2000.0,6.0,855.0,-9444652.0,-47.22326
2291,Woody Allen,69.0,101.0,11000.0,2.0,Gaby Hoffmann,1000.0,9714482.0,Natasha Lyonne,Everyone Says I Love You ,30083.0,1614.0,Jeff DeRocker,0.0,engagement|grandfather|liberal|maid|song,140.0,USA,R,20000000.0,1996.0,612.0,6.8,0.0,-10285518.0,-51.42759
2293,James Wan,166.0,111.0,0.0,725.0,Kelly Preston,856.0,9525276.0,Aisha Tyler,Death Sentence ,60156.0,3309.0,Edi Gathegi,0.0,blood|death|gang|murder|revenge,299.0,USA,R,20000000.0,2007.0,742.0,6.8,0.0,-10474724.0,-52.373619999999995
2294,Kirk Jones,160.0,99.0,52.0,148.0,James Frain,22000.0,8855646.0,Robert De Niro,Everybody's Fine ,49855.0,23409.0,Brendan Sexton III,1.0,bus trip|parental love|retirement|surprise visit|train ride,117.0,USA,PG-13,21000000.0,2009.0,1000.0,7.2,10000.0,-12144354.0,-57.83025714285714
